cast_size,cast_unique_names_count,cast_id_entropy,cast_character_name_length_avg,cast_character_name_token_count_avg,genre_count,is_multigenre,runtime_minutes,number_of_episodes,tv_show_name,season,episode_number,imdbID,rating,votes
3.0,3.0,1.584962500721156,10.666666666666666,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,47,11564620,2.0,41
3.0,3.0,1.584962500721156,11.666666666666666,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,48,11586216,2.0,41
2.0,2.0,1.0,15.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,49,11586218,1.9,40
3.0,3.0,1.584962500721156,15.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,50,11586226,1.6,39
3.0,3.0,1.584962500721156,15.666666666666666,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,51,11743788,2.4,39
3.0,3.0,1.584962500721156,12.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,52,11743790,1.6,36
4.0,4.0,2.0,11.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,53,11743792,2.0,38
4.0,4.0,2.0,13.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,54,11743794,1.6,38
3.0,3.0,1.584962500721156,11.333333333333334,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,55,11792960,1.9,38
2.0,2.0,1.0,11.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,56,11792962,1.7,38
3.0,3.0,1.584962500721156,11.666666666666666,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,57,11792964,1.9,37
2.0,2.0,1.0,8.0,1.5,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,58,11792966,1.6,37
2.0,2.0,1.0,11.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,59,11879156,1.6,33
2.0,2.0,1.0,12.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,60,11879162,1.6,34
3.0,3.0,1.584962500721156,9.333333333333334,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,61,11879166,1.7,36
2.0,2.0,1.0,12.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,62,11879168,1.7,34
4.0,4.0,2.0,13.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,63,11629756,2.1,34
3.0,3.0,1.584962500721156,13.333333333333334,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,64,11743784,1.7,33
4.0,4.0,2.0,12.25,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,65,11792968,1.6,35
2.0,2.0,1.0,10.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,66,11963872,1.8,33
4.0,4.0,2.0,13.75,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,67,11963874,2.4,37
2.0,2.0,1.0,11.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,68,11963878,2.6,37
3.0,3.0,1.584962500721156,10.666666666666666,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,69,11963880,1.6,32
3.0,3.0,1.584962500721156,10.333333333333334,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,70,12087456,1.6,31
3.0,3.0,1.584962500721156,12.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,71,12087458,1.5,30
2.0,2.0,1.0,11.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,72,12087460,1.8,27
3.0,3.0,1.584962500721156,11.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,73,12087464,1.7,28
2.0,2.0,1.0,10.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,74,11879152,1.9,29
2.0,2.0,1.0,11.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,75,12123716,1.4,28
3.0,3.0,1.584962500721156,10.666666666666666,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,76,12123720,1.8,29
3.0,3.0,1.584962500721156,12.666666666666666,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,78,12123714,1.9,36
3.0,3.0,1.584962500721156,11.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,79,12123706,2.2,30
4.0,4.0,2.0,12.5,2.25,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,80,12166948,2.9,35
3.0,3.0,1.584962500721156,10.666666666666666,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,81,12166956,1.6,27
2.0,2.0,1.0,13.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,82,12166964,2.5,32
5.0,5.0,2.3219280948873626,12.2,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,83,12087450,1.8,31
3.0,3.0,1.584962500721156,12.666666666666666,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,84,12087452,1.8,38
2.0,2.0,1.0,15.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,85,12087454,2.5,41
2.0,2.0,1.0,10.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,1,86,12166960,2.5,39
6.0,6.0,2.584962500721156,12.0,1.8333333333333333,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,1,13833610,5.2,67
2.0,2.0,1.0,11.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,2,13833614,5.2,65
3.0,3.0,1.584962500721156,12.666666666666666,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,3,13833616,5.2,54
3.0,3.0,1.584962500721156,11.333333333333334,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,4,13833622,5.2,51
2.0,2.0,1.0,12.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,5,12282018,4.0,46
2.0,2.0,1.0,12.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,6,12282020,4.1,45
4.0,4.0,2.0,14.0,2.25,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,7,13879054,5.2,30
2.0,2.0,1.0,12.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,8,13879056,5.0,31
2.0,2.0,1.0,11.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,9,13879058,5.1,26
4.0,4.0,2.0,14.75,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,10,13879044,4.2,25
2.0,2.0,1.0,9.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,11,13879046,4.2,25
2.0,2.0,1.0,11.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,12,13879048,3.9,24
2.0,2.0,1.0,12.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,15,13993430,4.9,26
2.0,2.0,1.0,13.5,2.5,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,17,13993438,4.7,20
2.0,2.0,1.0,10.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,18,14044880,4.6,20
3.0,3.0,1.584962500721156,13.333333333333334,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,19,14044882,4.2,20
2.0,2.0,1.0,12.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,20,14044886,4.5,25
2.0,2.0,1.0,10.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,21,14044888,4.1,19
2.0,2.0,1.0,13.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,22,14091178,3.5,22
4.0,4.0,2.0,12.75,2.25,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,23,14091180,4.2,18
2.0,2.0,1.0,10.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,24,14091184,3.4,18
2.0,2.0,1.0,11.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,25,14091182,3.9,17
2.0,2.0,1.0,11.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,26,13944576,3.7,17
2.0,2.0,1.0,13.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,27,13993440,4.0,17
2.0,2.0,1.0,13.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,28,14162738,3.3,16
2.0,2.0,1.0,11.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,29,14162742,3.2,16
3.0,3.0,1.584962500721156,11.666666666666666,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,30,14162744,4.6,20
2.0,2.0,1.0,11.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,32,14162748,3.3,24
2.0,2.0,1.0,14.5,2.5,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,33,14233622,4.4,17
2.0,2.0,1.0,13.5,2.5,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,34,14233624,4.2,17
2.0,2.0,1.0,11.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,35,14233628,4.6,19
2.0,2.0,1.0,12.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,36,14233630,4.4,18
3.0,3.0,1.584962500721156,13.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,37,14280226,3.7,23
2.0,2.0,1.0,11.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,38,14280228,3.7,18
2.0,2.0,1.0,13.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,39,14280234,3.3,21
3.0,3.0,1.584962500721156,10.333333333333334,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,40,14162740,4.0,24
2.0,2.0,1.0,11.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,41,14233632,4.3,17
3.0,3.0,1.584962500721156,12.666666666666666,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,42,14280232,4.4,16
2.0,2.0,1.0,16.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,44,14418984,4.0,17
2.0,2.0,1.0,11.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,45,14418994,4.5,12
6.0,6.0,2.584962500721156,14.0,2.1666666666666665,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,47,14471368,3.2,13
3.0,3.0,1.584962500721156,12.666666666666666,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,48,14471372,1.0,11
3.0,3.0,1.584962500721156,12.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,49,14471374,3.0,10
2.0,2.0,1.0,12.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,50,14471376,3.6,11
2.0,2.0,1.0,11.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,51,14471378,3.4,10
2.0,2.0,1.0,12.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,52,14551376,1.0,10
4.0,4.0,2.0,12.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,53,14418982,4.2,14
2.0,2.0,1.0,10.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,54,14551398,3.6,10
2.0,2.0,1.0,17.0,2.5,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,55,14551408,2.7,12
3.0,3.0,1.584962500721156,11.666666666666666,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,56,14551406,4.1,11
2.0,2.0,1.0,11.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,57,14551410,2.9,11
2.0,2.0,1.0,13.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,58,14551412,3.7,10
2.0,2.0,1.0,13.0,2.5,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,59,14604968,2.9,11
2.0,2.0,1.0,11.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,60,14604972,3.6,10
3.0,3.0,1.584962500721156,12.666666666666666,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,61,14650504,2.3,10
3.0,3.0,1.584962500721156,12.666666666666666,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,62,14650506,3.6,11
2.0,2.0,1.0,12.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,63,14650508,1.3,10
2.0,2.0,1.0,10.5,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,64,14650512,1.5,10
3.0,3.0,1.584962500721156,13.333333333333334,2.3333333333333335,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,65,14418996,3.4,11
2.0,2.0,1.0,13.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,67,14551402,2.5,12
2.0,2.0,1.0,12.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,69,14551414,1.8,12
3.0,3.0,1.584962500721156,11.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,70,14734470,2.5,11
1.0,1.0,0.0,11.0,2.0,3.0,1.0,0.0,177.0,A Little Late with Lilly Singh,2,71,14734472,2.1,18
2.0,2.0,1.0,13.5,2.0,3.0,1.0,43.0,23.0,A Shot at Love with Tila Tequila,1,3,1186582,5.9,9
7.0,7.0,2.807354922057605,12.571428571428571,2.142857142857143,3.0,1.0,11.0,289.0,Adventure Time,10,1,7308394,8.3,1494
7.0,7.0,2.807354922057605,12.0,2.142857142857143,3.0,1.0,11.0,289.0,Adventure Time,10,2,7308402,7.7,1436
10.0,10.0,3.321928094887362,11.8,2.1,3.0,1.0,11.0,289.0,Adventure Time,10,3,7308416,7.2,1474
10.0,10.0,3.321928094887362,12.1,2.0,3.0,1.0,11.0,289.0,Adventure Time,10,4,7342228,9.1,1652
10.0,10.0,3.321928094887362,11.1,2.0,3.0,1.0,11.0,289.0,Adventure Time,10,5,7650228,8.4,1517
9.0,9.0,3.1699250014423126,12.333333333333334,2.111111111111111,3.0,1.0,11.0,289.0,Adventure Time,10,6,7650230,6.7,1453
8.0,8.0,3.0,11.75,2.0,3.0,1.0,11.0,289.0,Adventure Time,10,7,7650234,8.1,1468
6.0,6.0,2.584962500721156,12.833333333333334,2.1666666666666665,3.0,1.0,11.0,289.0,Adventure Time,10,8,7650238,9.0,1615
8.0,8.0,3.0,11.875,2.125,3.0,1.0,11.0,289.0,Adventure Time,10,9,8058684,7.5,1415
5.0,5.0,2.3219280948873626,12.0,2.0,3.0,1.0,10.0,289.0,Adventure Time,10,10,8058686,8.3,1490
7.0,7.0,2.807354922057605,11.285714285714286,2.0,3.0,1.0,11.0,289.0,Adventure Time,10,11,8058682,8.3,1487
9.0,9.0,3.1699250014423126,11.777777777777779,2.0,3.0,1.0,10.0,289.0,Adventure Time,10,12,8058688,8.7,1561
24.0,24.0,4.584962500721156,12.541666666666666,2.0416666666666665,3.0,1.0,44.0,289.0,Adventure Time,10,13,8164820,9.8,5627
6.0,6.0,2.584962500721156,12.5,2.1666666666666665,3.0,1.0,0.0,289.0,Adventure Time,1,1,12840988,6.6,1431
10.0,10.0,3.321928094887362,13.3,2.2,3.0,1.0,10.0,289.0,Adventure Time,1,2,1615520,7.4,3581
7.0,7.0,2.807354922057605,12.428571428571429,2.0,3.0,1.0,10.0,289.0,Adventure Time,1,3,1615521,7.1,3203
6.0,6.0,2.584962500721156,12.0,2.0,3.0,1.0,10.0,289.0,Adventure Time,1,4,1622039,7.2,2973
